brand,model,price,year,region,transmission,fuel type,engine capacity,mileage,link
Mitsubishi,Pajero,13 500,2008,Ужгород,Автомат, Дизель, 3.2 л. , 339 тис. км ,https://auto.ria.com/uk/auto_mitsubishi_pajero_31908341.html
Mercedes-Benz,GLS 400,133 000,2021,Київ,Автомат, Дизель , Дизель , 2 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_gls_400_31181119.html
Volkswagen,Arteon R LINE,34 300,2017,Київ,Автомат, Бензин, 2 л. , 111 тис. км ,https://auto.ria.com/uk/auto_volkswagen_arteon_31908211.html
Volkswagen,Bora,4 799,2002,Дрогобич,Ручна/Механіка, Бензин, 1.6 л. , 267 тис. км ,https://auto.ria.com/uk/auto_volkswagen_bora_31908192.html
Skoda,Superb,18 000,2015,Міжгір'я,Ручна/Механіка, Дизель, 1.6 л. , 175 тис. км ,https://auto.ria.com/uk/auto_skoda_superb_31905631.html
Toyota,Prius,20 400,2016,Київ,Варіатор, Гібрид, 1.8 л. , 40 тис. км ,https://auto.ria.com/uk/auto_toyota_prius_31905565.html
Volkswagen,Passat B7,11 300,2014,Одеса,Автомат, Бензин, 1.8 л. , 163 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b7_31905510.html
Hyundai,Sonata,6 900,2007,Мелітополь,Автомат, Дизель, 2 л. , 214 тис. км ,https://auto.ria.com/uk/auto_hyundai_sonata_31905435.html
Volvo,XC60,19 400,2013,Херсон,Автомат, Дизель, 2 л. , 195 тис. км ,https://auto.ria.com/uk/auto_volvo_xc60_29423157.html
Mercedes-Benz,Vito 116,15 700,2013,Одеса,Автомат, Дизель, 2.2 л. , 212 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_vito_116_31905094.html
Honda,Civic,7 999,2009,Одеса,Автомат, Бензин, 1.8 л. , 194 тис. км ,https://auto.ria.com/uk/auto_honda_civic_31905086.html
Volkswagen,Caddy пасс.,12 200,2015,Одеса,Ручна/Механіка, Дизель, 2 л. , 180 тис. км ,https://auto.ria.com/uk/auto_volkswagen_caddy_pass_31905108.html
Skoda,Fabia,6 700,2013,Черкаси,Ручна/Механіка, Дизель, 1.6 л. , 265 тис. км ,https://auto.ria.com/uk/auto_skoda_fabia_31518884.html
Mercedes-Benz,CLS 350,26 600,2011,Одеса,Автомат, Бензин, 3.5 л. , 99 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_cls_350_31905174.html
Ford,C-Max,6 750,2008,Івано-Франківськ,Ручна/Механіка, Дизель , Дизель , 195 тис. км ,https://auto.ria.com/uk/auto_ford_c_max_31903607.html
Toyota,Avensis,5 800,2004,Харків,Автомат, Газ / Бензин, 1.8 л. , 290 тис. км ,https://auto.ria.com/uk/auto_toyota_avensis_31903407.html
Opel,Astra J,7 750,2010,Рогатин,Ручна/Механіка, Дизель, 1.7 л. , 280 тис. км ,https://auto.ria.com/uk/auto_opel_astra_j_31903379.html
Daewoo,Sens,2 100,2007,Українка,Ручна/Механіка, Газ / Бензин, 1.3 л. , 264 тис. км ,https://auto.ria.com/uk/auto_daewoo_sens_31903131.html
Volkswagen,Passat B7,16 200,2016,Дніпро,Автомат, Бензин, 1.8 л. , 116 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b7_31897160.html
Opel,Zafira Tourer Tourer,12 100,2013,Рівне,Ручна/Механіка, Бензин, 1.4 л. , 230 тис. км ,https://auto.ria.com/uk/auto_opel_zafira_tourer_31902917.html
BMW,320,10 500,2007,Чернівці,Ручна/Механіка, Дизель, 2 л. , 280 тис. км ,https://auto.ria.com/uk/auto_bmw_320_31846733.html
Kia,Sorento,14 100,2012,Хуст,Автомат, Дизель , Дизель , 267 тис. км ,https://auto.ria.com/uk/auto_kia_sorento_31902743.html
Volkswagen,Golf VI,9 200,2010,Дніпро,Автомат, Бензин, 1.4 л. , 95 тис. км ,https://auto.ria.com/uk/auto_volkswagen_golf_vi_25804330.html
Ford,Explorer 3.5 4WD,24 000,2017,Київ,Автомат, Газ / Бензин, 3.5 л. , 130 тис. км ,https://auto.ria.com/uk/auto_ford_explorer_31660994.html
Renault,Megane Grandtour,5 750,2006,Умань,Ручна/Механіка, Бензин , Бензин , 155 тис. км ,https://auto.ria.com/uk/auto_renault_megane_31901470.html
Skoda,Kodiaq TDI,35 900,2018,Київ,Автомат, Дизель, 2 л. , 45 тис. км ,https://auto.ria.com/uk/auto_skoda_kodiaq_31900861.html
Dodge,Journey Crossroad Plus,12 499,2016,Луцьк,Автомат, Бензин, 3.6 л. , 140 тис. км ,https://auto.ria.com/uk/auto_dodge_journey_31900759.html
Hyundai,Sonata,9 700,2014,Одеса,Автомат, Газ, 2 л. , 244 тис. км ,https://auto.ria.com/uk/auto_hyundai_sonata_31900484.html
Mercedes-Benz,E 350,28 500,2014,Одеса,Автомат, Бензин, 3.5 л. , 100 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_e_350_31896548.html
Opel,Astra J,11 200,2014,Вінниця,Автомат, Дизель, 2 л. , 168 тис. км ,https://auto.ria.com/uk/auto_opel_astra_j_31900445.html
Honda,CR-V,23 700,2018,Одеса,Варіатор, Бензин, 2.4 л. , 8 тис. км ,https://auto.ria.com/uk/auto_honda_cr_v_30183831.html
Lexus,RX 450h LUXURY,55 800,2019,Одеса,Автомат, Гібрид, 3.5 л. , 18 тис. км ,https://auto.ria.com/uk/auto_lexus_rx_450h_31720465.html
Honda,CR-V,15 600,2012,Дніпро,Автомат, Дизель, 2.2 л. , 246 тис. км ,https://auto.ria.com/uk/auto_honda_cr_v_31900130.html
Hyundai,Sonata,7 200,2008,Київ,Автомат, Газ / Бензин, 3.3 л. , 215 тис. км ,https://auto.ria.com/uk/auto_hyundai_sonata_31485196.html
Chevrolet,Captiva,8 600,2007,Куп'янськ,Автомат, Газ / Бензин, 2.4 л. , 214 тис. км ,https://auto.ria.com/uk/auto_chevrolet_captiva_31899802.html
Citroen,C4 Picasso,6 800,2010,Рівне,Ручна/Механіка, Дизель, 1.6 л. , 191 тис. км ,https://auto.ria.com/uk/auto_citroen_c4_picasso_31482004.html
Hyundai,Tucson 4 WD,23 700,2017,Київ,Автомат, Бензин, 2 л. , 43 тис. км ,https://auto.ria.com/uk/auto_hyundai_tucson_31899584.html
Honda,Civic,6 900,2007,Миколаїв,Автомат, Бензин, 1.8 л. , 200 тис. км ,https://auto.ria.com/uk/auto_honda_civic_31899459.html
Toyota,Land Cruiser Prado 150 PREMIUM,27 999,2010,Одеса,Автомат, Бензин, 4 л. , 195 тис. км ,https://auto.ria.com/uk/auto_toyota_land_cruiser_prado_150_31899534.html
ГАЗ,3110,1 400,1999,Бар,Ручна/Механіка, Бензин, 2.3 л. , 303 тис. км ,https://auto.ria.com/uk/auto_gaz_3110_31899385.html
Skoda,Octavia RS,16 200,2015,Кривий Ріг,Ручна/Механіка, Дизель , Дизель , 189 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_rs_31899301.html
Renault,Grand Scenic,7 900,2009,Вінниця,Ручна/Механіка, Дизель, 1.5 л. , 172 тис. км ,https://auto.ria.com/uk/auto_renault_grand_scenic_31899127.html
Land,Rover Range Rover,25 900,2010,Київ,Автомат, Бензин, 5 л. , 169 тис. км ,https://auto.ria.com/uk/auto_land_rover_range_rover_29734924.html
Skoda,Octavia A7 TDI ELEGANCE,10 499,2015,Міжгір'я,Ручна/Механіка, Дизель, 1.6 л. , 246 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_a7_31897363.html
Volkswagen,Touran,6 699,2006,Чернівці,Автомат, Дизель, 2 л. , 270 тис. км ,https://auto.ria.com/uk/auto_volkswagen_touran_31474085.html
Nissan,Leaf,7 400,2011,Вінниця,Автомат, Електро , Електро , 103 тис. км ,https://auto.ria.com/uk/auto_nissan_leaf_31785306.html
Audi,Q7 S Line Night Vision,55 899,2017,Рівне,Автомат, Дизель, 3 л. , 148 тис. км ,https://auto.ria.com/uk/auto_audi_q7_31894921.html
Chevrolet,Captiva,14 500,2013,Кривий Ріг,Типтронік, Бензин, 3 л. , 199 тис. км ,https://auto.ria.com/uk/auto_chevrolet_captiva_31896357.html
Mazda,CX-9,8 500,2007,Київ,Автомат, Бензин, 3.5 л. , 173 тис. км ,https://auto.ria.com/uk/auto_mazda_cx_9_31896418.html
Volkswagen,Passat B4,3 000,1994,Київ,Ручна/Механіка, Газ / Бензин, 1.8 л. , 366 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b4_31700606.html
Honda,CR-V,14 400,2011,Одеса,Автомат, Бензин, 2 л. , 113 тис. км ,https://auto.ria.com/uk/auto_honda_cr_v_31894960.html
Skoda,Superb STYLE 4x4 140Kw,20 800,2016,Житомир,Автомат, Дизель, 2 л. , 248 тис. км ,https://auto.ria.com/uk/auto_skoda_superb_31896000.html
Honda,Accord,13 800,2017,Дніпро,Автомат, Бензин, 2.4 л. , 87 тис. км ,https://auto.ria.com/uk/auto_honda_accord_31895329.html
Renault,Laguna,3 900,2002,Тернопіль,Ручна/Механіка, Бензин, 1.8 л. , 121 тис. км ,https://auto.ria.com/uk/auto_renault_laguna_31692662.html
Renault,Grand Scenic,10 250,2013,Вінниця,Ручна/Механіка, Дизель, 1.5 л. , 198 тис. км ,https://auto.ria.com/uk/auto_renault_grand_scenic_31895075.html
Nissan,Rogue SV,20 999,2020,Біла Церква,Автомат, Бензин , Бензин , 41 тис. км ,https://auto.ria.com/uk/auto_nissan_rogue_31883367.html
Honda,Pilot AWD,20 999,2015,Тернопіль,Автомат, Бензин, 3.5 л. , 123 тис. км ,https://auto.ria.com/uk/auto_honda_pilot_31470219.html
MINI,Cooper,9 900,2012,Харків,Автомат, Бензин, 1.6 л. , 195 тис. км ,https://auto.ria.com/uk/auto_mini_cooper_31688212.html
Audi,A3,13 900,2014,Київ,Автомат, Дизель, 1.6 л. , 202 тис. км ,https://auto.ria.com/uk/auto_audi_a3_31894759.html
Audi,A6,18 100,2013,Одеса,Автомат, Бензин, 2 л. , 82 тис. км ,https://auto.ria.com/uk/auto_audi_a6_31466246.html
Audi,A4,4 890,2000,Львів,Ручна/Механіка, Газ / Бензин, 1.8 л. , 290 тис. км ,https://auto.ria.com/uk/auto_audi_a4_31894010.html
BMW,328 M Perfomance,21 400,2015,Київ,Автомат, Бензин, 2 л. , 109 тис. км ,https://auto.ria.com/uk/auto_bmw_328_29568521.html
Peugeot,308,9 950,2014,Біла Церква,Ручна/Механіка, Дизель, 1.6 л. , 197 тис. км ,https://auto.ria.com/uk/auto_peugeot_308_31893661.html
Renault,Megane,5 400,2006,Маріуполь,Ручна/Механіка, Бензин, 1.4 л. , 180 тис. км ,https://auto.ria.com/uk/auto_renault_megane_31893496.html
Renault,Megane Bosse,9 000,2011,Нова Каховка,Ручна/Механіка, Дизель, 1.9 л. , 246 тис. км ,https://auto.ria.com/uk/auto_renault_megane_31893390.html
Kia,Ceed,6 600,2010,Черкаси,Ручна/Механіка, Бензин, 1.4 л. , 190 тис. км ,https://auto.ria.com/uk/auto_kia_ceed_31893175.html
Citroen,Jumpy пасс.,5 200,2000,Дубровиця,Ручна/Механіка, Дизель, 1.9 л. , 292 тис. км ,https://auto.ria.com/uk/auto_citroen_jumpy_pass_31893134.html
Volkswagen,T-Roc 2.0TDI. 4x4. 4MOTION,26 300,2018,Дубно,Автомат, Дизель, 2 л. , 165 тис. км ,https://auto.ria.com/uk/auto_volkswagen_t_roc_31733690.html
Dacia,Sandero StepWay,6 850,2011,Вінниця,Ручна/Механіка, Бензин, 1.6 л. , 200 тис. км ,https://auto.ria.com/uk/auto_dacia_sandero_stepway_31892980.html
BMW,X3 XDrive LCI,11 555,2009,Золочів,Ручна/Механіка, Бензин, 2 л. , 163 тис. км ,https://auto.ria.com/uk/auto_bmw_x3_31892962.html
Toyota,Camry PREMIUM,10 500,2008,Одеса,Автомат, Газ / Бензин, 2.4 л. , 187 тис. км ,https://auto.ria.com/uk/auto_toyota_camry_31840144.html
Mazda,323 1.6,3 800,2003,Запоріжжя,Ручна/Механіка, Газ / Бензин, 1.6 л. , 349 тис. км ,https://auto.ria.com/uk/auto_mazda_323_31892627.html
Nissan,Qashqai,11 599,2010,Вижниця,Ручна/Механіка, Газ / Бензин, 1.6 л. , 173 тис. км ,https://auto.ria.com/uk/auto_nissan_qashqai_30740012.html
Lexus,RX 300,49 900,2018,Київ,Автомат, Бензин, 2 л. , 28 тис. км ,https://auto.ria.com/uk/auto_lexus_rx_300_31892396.html
Fiat,500X 4WD,14 590,2017,Київ,Автомат, Бензин, 2.4 л. , 95 тис. км ,https://auto.ria.com/uk/auto_fiat_500x_31472420.html
Honda,CR-V,14 400,2012,Одеса,Автомат, Газ / Бензин, 2 л. , 145 тис. км ,https://auto.ria.com/uk/auto_honda_cr_v_31891825.html
Hyundai,ix35,14 400,2013,Одеса,Автомат, Бензин, 2 л. , 143 тис. км ,https://auto.ria.com/uk/auto_hyundai_ix35_31891997.html
Hyundai,Santa FE COLORADO,11 500,2007,Міжгір'я,Ручна/Механіка, Дизель, 2.2 л. , 240 тис. км ,https://auto.ria.com/uk/auto_hyundai_santa_fe_31891630.html
Skoda,Fabia,5 450,2011,Тульчин,Ручна/Механіка, Бензин, 1.2 л. , 185 тис. км ,https://auto.ria.com/uk/auto_skoda_fabia_31891470.html
Subaru,Forester,12 999,2014,Дніпро,Автомат, Бензин, 2.5 л. , 210 тис. км ,https://auto.ria.com/uk/auto_subaru_forester_31891607.html
Renault,Kangoo пасс.,8 199,2012,Одеса,Ручна/Механіка, Дизель, 1.5 л. , 170 тис. км ,https://auto.ria.com/uk/auto_renault_kangoo_pass_17777035.html
Opel,Vectra C,6 249,2007,Самбір,Ручна/Механіка, Дизель, 1.9 л. , 243 тис. км ,https://auto.ria.com/uk/auto_opel_vectra_c_31495325.html
Mitsubishi,Colt Cz3 Black edition,4 600,2006,Запоріжжя,Ручна/Механіка, Бензин, 1.3 л. , 169 тис. км ,https://auto.ria.com/uk/auto_mitsubishi_colt_31890398.html
Renault,Koleos,15 900,2016,Харків,Варіатор, Бензин, 2 л. , 68 тис. км ,https://auto.ria.com/uk/auto_renault_koleos_31604719.html
Lexus,LX 570,42 000,2010,Одеса,Автомат, Бензин, 5.7 л. , 98 тис. км ,https://auto.ria.com/uk/auto_lexus_lx_570_31694239.html
Subaru,Outback,17 000,2017,Київ,Варіатор, Бензин, 2.5 л. , 118 тис. км ,https://auto.ria.com/uk/auto_subaru_outback_31804264.html
Hyundai,Sonata LF Lpi,11 700,2015,Сватове,Автомат, Газ, 2 л. , 370 тис. км ,https://auto.ria.com/uk/auto_hyundai_sonata_31889953.html
Opel,Vectra A,2 900,1993,Дніпро,Ручна/Механіка, Бензин, 2 л. , 380 тис. км ,https://auto.ria.com/uk/auto_opel_vectra_a_31694351.html
Land,Rover Range Rover Evoque SE,27 900,2016,Маріуполь,Автомат, Бензин, 2 л. , 76 тис. км ,https://auto.ria.com/uk/auto_land_rover_range_rover_evoque_31066657.html
Volkswagen,Golf VII AllStar,13 555,2016,Луцьк,Ручна/Механіка, Дизель, 1.6 л. , 155 тис. км ,https://auto.ria.com/uk/auto_volkswagen_golf_vii_31889810.html
BMW,525 M sport xdrive,20 000,2013,Біла Церква,Типтронік, Дизель, 2 л. , 190 тис. км ,https://auto.ria.com/uk/auto_bmw_525_21256781.html
Renault,Clio,5 600,2007,Київ,Автомат, Бензин, 1.6 л. , 209 тис. км ,https://auto.ria.com/uk/auto_renault_clio_31889458.html
Opel,Zafira,3 500,2004,Чернівці,Ручна/Механіка, Дизель, 2 л. , 250 тис. км ,https://auto.ria.com/uk/auto_opel_zafira_31889182.html
Volkswagen,e-Bora,22 999,2020,Київ,Автомат, Електро , Електро , 2 тис. км ,https://auto.ria.com/uk/auto_volkswagen_e_bora_31680427.html
Renault,Grand Espace,7 499,2009,Луцьк,Автомат, Дизель, 2 л. , 296 тис. км ,https://auto.ria.com/uk/auto_renault_grand_espace_31695750.html
Ford,Explorer Limited,30 900,2019,Київ,Автомат, Газ / Бензин, 3.5 л. , 33 тис. км ,https://auto.ria.com/uk/auto_ford_explorer_31363942.html
Mercedes-Benz,Citan груз.,13 700,2020,Дубно,Ручна/Механіка, Дизель, 1.5 л. , 15 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_citan_gruz_31488242.html
Skoda,Superb,11 999,2015,Харків,Ручна/Механіка, Бензин, 1.8 л. , 136 тис. км ,https://auto.ria.com/uk/auto_skoda_superb_31808029.html
Volkswagen,Golf V MPI,5 600,2004,Немирів,Ручна/Механіка, Газ / Бензин, 1.4 л. , 240 тис. км ,https://auto.ria.com/uk/auto_volkswagen_golf_v_31888482.html
Ford,Escape TITANIUM 4x4,17 800,2017,Херсон,Автомат, Бензин, 2 л. , 99 тис. км ,https://auto.ria.com/uk/auto_ford_escape_31641749.html
Dodge,Journey SE,15 000,2018,Київ,Невказано, Бензин, 2.4 л. , 40 тис. км ,https://auto.ria.com/uk/auto_dodge_journey_31888392.html
Nissan,Note,6 250,2009,Стрий,Ручна/Механіка, Дизель, 1.5 л. , 221 тис. км ,https://auto.ria.com/uk/auto_nissan_note_31887893.html
Volkswagen,Sharan FORMOTION,14 750,2012,Бердичів,Ручна/Механіка, Дизель, 2 л. , 252 тис. км ,https://auto.ria.com/uk/auto_volkswagen_sharan_31888052.html
Volkswagen,Tiguan SPORT,16 400,2016,Кривий Ріг,Автомат, Бензин, 2 л. , 118 тис. км ,https://auto.ria.com/uk/auto_volkswagen_tiguan_31744417.html
Volkswagen,Jetta,10 700,2017,Київ,Автомат, Бензин, 1.4 л. , 92 тис. км ,https://auto.ria.com/uk/auto_volkswagen_jetta_31485685.html
BMW,X5 35D,38 900,2015,Хмельницький,Автомат, Дизель, 3 л. , 149 тис. км ,https://auto.ria.com/uk/auto_bmw_x5_31887087.html
Audi,A6,31 000,2017,Київ,Невказано, Бензин, 3 л. , 96 тис. км ,https://auto.ria.com/uk/auto_audi_a6_31731615.html
ВАЗ,2113,3 000,2006,Запоріжжя,Невказано, Газ / Бензин, 1.5 л. , 30 тис. км ,https://auto.ria.com/uk/auto_vaz_2113_30549466.html
Toyota,Camry SE,14 900,2016,Київ,Автомат, Газ / Бензин, 2.5 л. , 84 тис. км ,https://auto.ria.com/uk/auto_toyota_camry_31679077.html
Honda,HR-V,17 200,2016,Київ,Варіатор, Бензин, 1.8 л. , 99 тис. км ,https://auto.ria.com/uk/auto_honda_hr_v_31885638.html
Mazda,6 GRAND TOURING,15 499,2015,Івано-Франківськ,Автомат, Бензин, 2.5 л. , 97 тис. км ,https://auto.ria.com/uk/auto_mazda_6_31885573.html
Kia,Sportage 4 WD,21 000,2017,Київ,Автомат, Газ / Бензин, 2 л. , 70 тис. км ,https://auto.ria.com/uk/auto_kia_sportage_31885214.html
Volkswagen,Passat B7 SE Premium,16 100,2016,Яготин,Автомат, Бензин, 1.8 л. , 140 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b7_31474758.html
Mitsubishi,Pajero Wagon,13 999,2009,Одеса,Автомат, Газ / Бензин, 3.8 л. , 192 тис. км ,https://auto.ria.com/uk/auto_mitsubishi_pajero_wagon_31883521.html
Toyota,Corolla,7 999,2009,Одеса,Ручна/Механіка, Газ / Бензин, 1.6 л. , 147 тис. км ,https://auto.ria.com/uk/auto_toyota_corolla_31883316.html
Mitsubishi,Pajero Wagon,13 400,2008,Одеса,Автомат, Газ / Бензин, 3.8 л. , 195 тис. км ,https://auto.ria.com/uk/auto_mitsubishi_pajero_wagon_31884346.html
Mercedes-Benz,A 160,8 200,2011,Одеса,Варіатор, Дизель, 2 л. , 212 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_a_160_31884365.html
Nissan,Qashqai,16 999,2017,Одеса,Варіатор, Бензин, 1.2 л. , 67 тис. км ,https://auto.ria.com/uk/auto_nissan_qashqai_31427491.html
Hyundai,Accent,10 200,2015,Одеса,Автомат, Дизель, 1.6 л. , 138 тис. км ,https://auto.ria.com/uk/auto_hyundai_accent_31202257.html
Mercedes-Benz,ML 350,18 100,2010,Луцьк,Автомат, Дизель, 3 л. , 261 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_ml_350_31688973.html
Toyota,Avalon XLE,18 999,2015,Дніпро,Варіатор, Бензин, 2.5 л. , 149 тис. км ,https://auto.ria.com/uk/auto_toyota_avalon_31884400.html
BMW,318,4 800,2001,Вінниця,Ручна/Механіка, Газ / Бензин, 1.9 л. , 240 тис. км ,https://auto.ria.com/uk/auto_bmw_318_30392188.html
Subaru,Outback Premium,16 990,2017,Львів,Невказано, Бензин, 2.5 л. , 51 тис. км ,https://auto.ria.com/uk/auto_subaru_outback_31703489.html
Skoda,Octavia A7 STYLE,12 750,2016,Черкаси,Ручна/Механіка, Дизель, 1.6 л. , 175 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_a7_31884163.html
Renault,Scenic,9 000,2012,Броди,Ручна/Механіка, Дизель, 1.5 л. , 189 тис. км ,https://auto.ria.com/uk/auto_renault_scenic_31884041.html
Ford,Escape,11 800,2015,Ніжин,Автомат, Газ / Бензин, 2.5 л. , 294 тис. км ,https://auto.ria.com/uk/auto_ford_escape_31883739.html
Volkswagen,Caddy пасс.,9 400,2010,Суми,Ручна/Механіка, Дизель, 1.6 л. , 265 тис. км ,https://auto.ria.com/uk/auto_volkswagen_caddy_pass_31498572.html
Lexus,GX 470,17 500,2006,Київ,Автомат, Газ / Бензин, 4.7 л. , 229 тис. км ,https://auto.ria.com/uk/auto_lexus_gx_470_31508114.html
Ford,F-350,29 000,2010,Київ,Автомат, Бензин, 6.8 л. , 40 тис. км ,https://auto.ria.com/uk/auto_ford_f_350_31840308.html
Nissan,Rogue SV.AWD,15 300,2016,Івано-Франківськ,Варіатор, Бензин, 2.5 л. , 128 тис. км ,https://auto.ria.com/uk/auto_nissan_rogue_31133300.html
Volkswagen,Passat B5 TDI,4 300,2000,Хмельницький,Ручна/Механіка, Дизель, 1.9 л. , 373 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b5_31882794.html
Mercedes-Benz,A 180 FINAL EDITION,8 600,2012,Дніпро,Автомат, Бензин, 1.7 л. , 92 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_a_180_31882712.html
Opel,Meriva,5 950,2010,Київ,Робот, Бензин, 1.6 л. , 194 тис. км ,https://auto.ria.com/uk/auto_opel_meriva_31882691.html
Nissan,Qashqai,12 300,2013,Кременчук,Ручна/Механіка, Газ / Бензин, 1.6 л. , 155 тис. км ,https://auto.ria.com/uk/auto_nissan_qashqai_31255362.html
Ford,Focus SE,8 200,2015,Харків,Робот, Бензин, 2 л. , 126 тис. км ,https://auto.ria.com/uk/auto_ford_focus_31678701.html
BMW,X5 Xdrive,35 900,2016,Київ,Автомат, Дизель, 2 л. , 134 тис. км ,https://auto.ria.com/uk/auto_bmw_x5_31882241.html
Opel,Vectra C,7 190,2007,Київ,Автомат, Бензин, 2.2 л. , 322 тис. км ,https://auto.ria.com/uk/auto_opel_vectra_c_18696749.html
Mercedes-Benz,A 180 ELEGANT,8 700,2012,Дніпро,Автомат, Бензин, 1.7 л. , 67 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_a_180_31882205.html
Mercedes-Benz,G 400 d AMG Black Red,218 900,2021,Одеса,Автомат, Дизель, 2.9 л. , 5 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_g_400_31879587.html
Volkswagen,Touareg R Line Executive,44 700,2018,Київ,Невказано, Дизель, 3 л. , 166 тис. км ,https://auto.ria.com/uk/auto_volkswagen_touareg_31736856.html
Renault,Megane,5 300,2004,Шпола,Ручна/Механіка, Бензин, 1.6 л. , 284 тис. км ,https://auto.ria.com/uk/auto_renault_megane_31879199.html
Renault,Megane,6 250,2008,Шпола,Ручна/Механіка, Бензин, 1.6 л. , 156 тис. км ,https://auto.ria.com/uk/auto_renault_megane_31879073.html
Renault,Trafic груз.-пасс.,12 750,2013,Хмельницький,Ручна/Механіка, Дизель, 2 л. , 193 тис. км ,https://auto.ria.com/uk/auto_renault_trafic_gruz_pass_31708532.html
Opel,Insignia,11 400,2016,Івано-Франківськ,Автомат, Дизель, 1.6 л. , 200 тис. км ,https://auto.ria.com/uk/auto_opel_insignia_31679477.html
Volkswagen,Touareg,25 995,2012,Вінниця,Типтронік, Дизель, 3 л. , 188 тис. км ,https://auto.ria.com/uk/auto_volkswagen_touareg_31878846.html
Renault,Megane,5 850,2007,Київ,Ручна/Механіка, Бензин, 2 л. , 174 тис. км ,https://auto.ria.com/uk/auto_renault_megane_31878727.html
Honda,Legend KB1,9 999,2007,Одеса,Автомат, Бензин, 3.5 л. , 158 тис. км ,https://auto.ria.com/uk/auto_honda_legend_31473583.html
Nissan,Rogue AWD,18 500,2016,Київ,Варіатор, Газ / Бензин, 2.5 л. , 85 тис. км ,https://auto.ria.com/uk/auto_nissan_rogue_29017796.html
Opel,Omega,4 500,2002,Кам'янське,Ручна/Механіка, Бензин , Бензин , 260 тис. км ,https://auto.ria.com/uk/auto_opel_omega_31607243.html
Chevrolet,Orlando,13 750,2016,Бердичів,Автомат, Дизель, 1.6 л. , 132 тис. км ,https://auto.ria.com/uk/auto_chevrolet_orlando_31516116.html
Chevrolet,Cruze,6 700,2011,Черкаси,Ручна/Механіка, Газ / Бензин, 1.8 л. , 185 тис. км ,https://auto.ria.com/uk/auto_chevrolet_cruze_31833470.html
Audi,A4 S Line,12 800,2011,Київ,Автомат, Бензин, 1.8 л. , 165 тис. км ,https://auto.ria.com/uk/auto_audi_a4_31878114.html
Mazda,5,6 200,2007,Луцьк,Ручна/Механіка, Бензин, 1.8 л. , 224 тис. км ,https://auto.ria.com/uk/auto_mazda_5_31451972.html
Mitsubishi,Outlander,9 000,2009,Київ,Ручна/Механіка, Бензин , Бензин , 66 тис. км ,https://auto.ria.com/uk/auto_mitsubishi_outlander_31877673.html
Opel,Corsa,4 150,2002,Вінниця,Робот, Бензин, 1 л. , 150 тис. км ,https://auto.ria.com/uk/auto_opel_corsa_31703020.html
BMW,X5 25d Xdrive,33 950,2015,Київ,Автомат, Дизель, 2 л. , 166 тис. км ,https://auto.ria.com/uk/auto_bmw_x5_31877585.html
Hyundai,Santa FE,10 700,2007,Миколаїв,Ручна/Механіка, Газ / Бензин, 2.7 л. , 128 тис. км ,https://auto.ria.com/uk/auto_hyundai_santa_fe_31682124.html
Ford,Focus se 1.0,8 200,2015,Харків,Ручна/Механіка, Бензин, 1 л. , 138 тис. км ,https://auto.ria.com/uk/auto_ford_focus_31679520.html
Volkswagen,Passat B7 NMS 8 SE Premium,14 700,2015,Київ,Автомат, Бензин, 1.8 л. , 123 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b7_31384466.html
Tesla,Model X,55 000,2018,Київ,Автомат, Електро , Електро , 75 тис. км ,https://auto.ria.com/uk/auto_tesla_model_x_31833702.html
Skoda,Octavia A5,7 000,2008,Київ,Ручна/Механіка, Газ / Бензин, 1.6 л. , 207 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_a5_31876694.html
Ford,C-Max TITANIUM,6 500,2008,Луцьк,Ручна/Механіка, Дизель, 1.8 л. , 243 тис. км ,https://auto.ria.com/uk/auto_ford_c_max_31876402.html
Toyota,Carina,4 400,1997,Білгород-Дністровський,Невказано, Бензин, 1.8 л. , 303 тис. км ,https://auto.ria.com/uk/auto_toyota_carina_31876304.html
Audi,A4,5 850,2002,Вінниця,Варіатор, Дизель, 2.5 л. , 248 тис. км ,https://auto.ria.com/uk/auto_audi_a4_31875963.html
Toyota,Aygo,8 350,2016,Козятин,Ручна/Механіка, Бензин, 1 л. , 49 тис. км ,https://auto.ria.com/uk/auto_toyota_aygo_31698766.html
